,dex_price,cex_price,unix_datetime,pool_asset,cex_asset,date,time,price_diff
12317,7645.912480474,7561.5,1675915053.0,YFI,YFI,2023-02-09,03:57:33,99.4449
12318,14.781403357,14.756,1675915054.0,ATOM,ATOM,2023-02-09,03:57:34,99.914
12319,96.581930311,96.375,1675915056.0,LTC,LTC,2023-02-09,03:57:36,99.8928
12320,19.818015351,19.775,1675915064.0,AVAX,AVAX,2023-02-09,03:57:44,99.8914
12325,1.512380668,1.50955,1675915077.0,TWT,TWT,2023-02-09,03:57:57,99.9063
12326,22806.081384507,22721.985,1675915079.0,BTC,BTC,2023-02-09,03:57:59,99.8153
12328,87.987017891,83.45,1675915082.0,AAVE,AAVE,2023-02-09,03:58:02,97.3535
12329,1641.708300107,1633.785,1675915090.0,ETH,ETH,2023-02-09,03:58:10,99.7581
12333,7645.912480474,7564.0,1675915116.0,YFI,YFI,2023-02-09,03:58:36,99.4615
12335,96.581930311,96.405,1675915119.0,LTC,LTC,2023-02-09,03:58:39,99.9083
12342,22806.081384504,22730.665,1675915142.0,BTC,BTC,2023-02-09,03:59:02,99.8344
12344,87.987017891,83.55,1675915146.0,AAVE,AAVE,2023-02-09,03:59:06,97.4134
12345,1641.523856421,1634.365,1675915155.0,ETH,ETH,2023-02-09,03:59:15,99.7815
12346,2.647829586,2.643,1675915165.0,SNX,SNX,2023-02-09,03:59:25,99.9087
12349,7645.912480473,7569.5,1675915182.0,YFI,YFI,2023-02-09,03:59:42,99.4978
12358,22805.689623284,22738.91,1675915210.0,BTC,BTC,2023-02-09,04:00:10,99.8534
12360,87.987017891,83.65,1675915213.0,AAVE,AAVE,2023-02-09,04:00:13,97.4731
12361,1641.703884631,1635.105,1675915221.0,ETH,ETH,2023-02-09,04:00:21,99.7986
12365,7645.912480474,7563.5,1675915247.0,YFI,YFI,2023-02-09,04:00:47,99.4581
12367,96.581930311,96.415,1675915250.0,LTC,LTC,2023-02-09,04:00:50,99.9135
12373,1.512380668,1.50975,1675915275.0,TWT,TWT,2023-02-09,04:01:15,99.913
12374,22805.689623285,22727.655,1675915276.0,BTC,BTC,2023-02-09,04:01:16,99.8286
12376,87.987017891,83.55,1675915279.0,AAVE,AAVE,2023-02-09,04:01:19,97.4134
12377,1641.703884419,1634.655,1675915287.0,ETH,ETH,2023-02-09,04:01:27,99.7849
12381,7645.912480476,7557.5,1675915315.0,YFI,YFI,2023-02-09,04:01:55,99.4185
12382,14.781403357,14.7485,1675915317.0,ATOM,ATOM,2023-02-09,04:01:57,99.8886
12383,96.581930311,96.375,1675915318.0,LTC,LTC,2023-02-09,04:01:58,99.8928
12384,19.824821541,19.785,1675915326.0,AVAX,AVAX,2023-02-09,04:02:06,99.8995
12389,1.512380668,1.5083,1675915340.0,TWT,TWT,2023-02-09,04:02:20,99.8649
12390,22805.719915098,22728.38,1675915342.0,BTC,BTC,2023-02-09,04:02:22,99.8301
12392,87.987017891,83.55,1675915345.0,AAVE,AAVE,2023-02-09,04:02:25,97.4134
12393,1641.507841599,1634.295,1675915353.0,ETH,ETH,2023-02-09,04:02:33,99.7798
12397,7645.912480475,7547.5,1675915401.0,YFI,YFI,2023-02-09,04:03:21,99.3523
12398,14.785181295,14.735,1675915403.0,ATOM,ATOM,2023-02-09,04:03:23,99.83
12399,96.510015917,96.325,1675915404.0,LTC,LTC,2023-02-09,04:03:24,99.9041
12400,19.824821541,19.775,1675915413.0,AVAX,AVAX,2023-02-09,04:03:33,99.8742
12405,1.511716154,1.50805,1675915428.0,TWT,TWT,2023-02-09,04:03:48,99.8786
12406,22805.719915098,22721.905,1675915429.0,BTC,BTC,2023-02-09,04:03:49,99.8159
12408,87.987017891,83.45,1675915432.0,AAVE,AAVE,2023-02-09,04:03:52,97.3535
12409,1641.763329286,1633.775,1675915441.0,ETH,ETH,2023-02-09,04:04:01,99.7561
12410,2.647829586,2.642,1675915451.0,SNX,SNX,2023-02-09,04:04:11,99.8898
12413,7645.912480475,7551.5,1675915467.0,YFI,YFI,2023-02-09,04:04:27,99.3788
12414,14.775793225,14.75,1675915469.0,ATOM,ATOM,2023-02-09,04:04:29,99.9126
12415,96.510018026,96.345,1675915470.0,LTC,LTC,2023-02-09,04:04:30,99.9144
12416,19.824821541,19.775,1675915479.0,AVAX,AVAX,2023-02-09,04:04:39,99.8742
12422,22805.719915097,22719.71,1675915494.0,BTC,BTC,2023-02-09,04:04:54,99.8111
12424,87.987017891,83.45,1675915497.0,AAVE,AAVE,2023-02-09,04:04:57,97.3535
12425,1641.949588411,1633.455,1675915506.0,ETH,ETH,2023-02-09,04:05:06,99.7407
12426,2.647829586,2.642,1675915516.0,SNX,SNX,2023-02-09,04:05:16,99.8898
12429,7645.912480472,7549.5,1675915532.0,YFI,YFI,2023-02-09,04:05:32,99.3655
12431,96.510018026,96.305,1675915535.0,LTC,LTC,2023-02-09,04:05:35,99.8937
12432,19.824821541,19.785,1675915544.0,AVAX,AVAX,2023-02-09,04:05:44,99.8995
12438,22805.719915097,22722.45,1675915561.0,BTC,BTC,2023-02-09,04:06:01,99.8171
12440,87.987017891,83.5,1675915563.0,AAVE,AAVE,2023-02-09,04:06:03,97.3835
12441,1641.888008273,1633.565,1675915571.0,ETH,ETH,2023-02-09,04:06:11,99.7459
12442,2.647829586,2.641,1675915582.0,SNX,SNX,2023-02-09,04:06:22,99.8709
12445,7645.91248047,7549.5,1675915599.0,YFI,YFI,2023-02-09,04:06:39,99.3655
12447,96.510018026,96.295,1675915603.0,LTC,LTC,2023-02-09,04:06:43,99.8885
12448,19.824821541,19.785,1675915611.0,AVAX,AVAX,2023-02-09,04:06:51,99.8995
12454,22805.719915095,22725.325,1675915626.0,BTC,BTC,2023-02-09,04:07:06,99.8234
12456,87.987017891,83.5,1675915629.0,AAVE,AAVE,2023-02-09,04:07:09,97.3835
12457,1641.978739314,1633.475,1675915638.0,ETH,ETH,2023-02-09,04:07:18,99.7404
12458,2.647829586,2.641,1675915647.0,SNX,SNX,2023-02-09,04:07:27,99.8709
12461,7645.912480468,7549.5,1675915664.0,YFI,YFI,2023-02-09,04:07:44,99.3655
12462,14.775793225,14.7465,1675915665.0,ATOM,ATOM,2023-02-09,04:07:45,99.9008
12463,96.510018026,96.315,1675915667.0,LTC,LTC,2023-02-09,04:07:47,99.8989
12464,19.824821541,19.785,1675915675.0,AVAX,AVAX,2023-02-09,04:07:55,99.8995
12469,1.511051355,1.50665,1675915689.0,TWT,TWT,2023-02-09,04:08:09,99.8541
12470,22805.719915095,22729.015,1675915691.0,BTC,BTC,2023-02-09,04:08:11,99.8315
12472,87.987017891,83.55,1675915694.0,AAVE,AAVE,2023-02-09,04:08:14,97.4134
12473,1641.855317982,1633.855,1675915703.0,ETH,ETH,2023-02-09,04:08:23,99.7558
12477,7645.912480467,7552.0,1675915729.0,YFI,YFI,2023-02-09,04:08:49,99.3821
12486,22805.719915094,22736.4,1675915755.0,BTC,BTC,2023-02-09,04:09:15,99.8478
12488,87.987017891,83.6,1675915759.0,AAVE,AAVE,2023-02-09,04:09:19,97.4433
12489,1641.669884751,1634.935,1675915767.0,ETH,ETH,2023-02-09,04:09:27,99.7945
12493,7645.912480466,7553.0,1675915792.0,YFI,YFI,2023-02-09,04:09:52,99.3887
12502,22805.719915095,22736.88,1675915819.0,BTC,BTC,2023-02-09,04:10:19,99.8488
12504,87.987017891,83.65,1675915821.0,AAVE,AAVE,2023-02-09,04:10:21,97.4731
12505,1641.608412779,1634.965,1675915829.0,ETH,ETH,2023-02-09,04:10:29,99.7972
12509,7645.912480466,7555.0,1675915855.0,YFI,YFI,2023-02-09,04:10:55,99.4019
12514,0.707759652,0.7065,1675915872.0,AVA,AVA,2023-02-09,04:11:12,99.9109
12518,22805.719915094,22731.485,1675915882.0,BTC,BTC,2023-02-09,04:11:22,99.837
12520,87.987017891,83.65,1675915886.0,AAVE,AAVE,2023-02-09,04:11:26,97.4731
12521,1642.20089234,1634.465,1675915894.0,ETH,ETH,2023-02-09,04:11:34,99.7639
12525,7645.912480465,7552.5,1675915920.0,YFI,YFI,2023-02-09,04:12:00,99.3854
12527,96.510018026,96.275,1675915923.0,LTC,LTC,2023-02-09,04:12:03,99.8781
12528,19.831989388,19.785,1675915931.0,AVAX,AVAX,2023-02-09,04:12:11,99.8814
12530,0.708015549,0.7065,1675915937.0,AVA,AVA,2023-02-09,04:12:17,99.8929
12534,22813.965533773,22722.655,1675915947.0,BTC,BTC,2023-02-09,04:12:27,99.7995
12535,0.088320202,0.088135,1675915948.0,DOGE,DOGE,2023-02-09,04:12:28,99.895
12536,88.01883041,83.65,1675915950.0,AAVE,AAVE,2023-02-09,04:12:30,97.4551
12537,1643.210399884,1634.065,1675915958.0,ETH,ETH,2023-02-09,04:12:38,99.7209
12538,2.648786934,2.6435,1675915968.0,SNX,SNX,2023-02-09,04:12:48,99.9001
12540,22747.180388195,22702.93,1675915999.0,WBTC,WBTC,2023-02-09,04:13:19,99.9026
12541,7648.676930745,7567.5,1675916005.0,YFI,YFI,2023-02-09,04:13:25,99.4665
12543,96.523573251,96.285,1675916008.0,LTC,LTC,2023-02-09,04:13:28,99.8763
12544,19.824821541,19.785,1675916017.0,AVAX,AVAX,2023-02-09,04:13:37,99.8995
12546,0.707759652,0.7065,1675916023.0,AVA,AVA,2023-02-09,04:13:43,99.9109
12549,1.50965659,1.5066,1675916031.0,TWT,TWT,2023-02-09,04:13:51,99.8987
12550,22805.719915095,22725.645,1675916033.0,BTC,BTC,2023-02-09,04:13:53,99.8241
12552,87.987017891,83.65,1675916036.0,AAVE,AAVE,2023-02-09,04:13:56,97.4731
12553,1642.285672875,1634.205,1675916044.0,ETH,ETH,2023-02-09,04:14:04,99.7534
12554,2.647829586,2.642,1675916053.0,SNX,SNX,2023-02-09,04:14:13,99.8898
12556,22744.684229477,22704.535,1675916066.0,WBTC,WBTC,2023-02-09,04:14:26,99.9117
12557,7645.912480472,7570.0,1675916070.0,YFI,YFI,2023-02-09,04:14:30,99.5011
12559,96.46622092,96.275,1675916073.0,LTC,LTC,2023-02-09,04:14:33,99.9008
12560,19.824821541,19.785,1675916081.0,AVAX,AVAX,2023-02-09,04:14:41,99.8995
12562,0.707759652,0.7065,1675916087.0,AVA,AVA,2023-02-09,04:14:47,99.9109
12565,1.50965659,1.50675,1675916095.0,TWT,TWT,2023-02-09,04:14:55,99.9036
12566,22804.935584657,22723.435,1675916097.0,BTC,BTC,2023-02-09,04:14:57,99.821
12568,87.987017891,83.65,1675916100.0,AAVE,AAVE,2023-02-09,04:15:00,97.4731
12569,1642.134566145,1634.155,1675916108.0,ETH,ETH,2023-02-09,04:15:08,99.7564
12570,2.647829586,2.6415,1675916117.0,SNX,SNX,2023-02-09,04:15:17,99.8803
12572,22744.684229477,22704.535,1675916130.0,WBTC,WBTC,2023-02-09,04:15:30,99.9117
12573,7645.912480472,7571.0,1675916134.0,YFI,YFI,2023-02-09,04:15:34,99.5077
12575,96.46622092,96.275,1675916138.0,LTC,LTC,2023-02-09,04:15:38,99.9008
12576,19.824821541,19.775,1675916146.0,AVAX,AVAX,2023-02-09,04:15:46,99.8742
12581,1.50965659,1.50695,1675916159.0,TWT,TWT,2023-02-09,04:15:59,99.9103
12582,22804.935584658,22721.185,1675916161.0,BTC,BTC,2023-02-09,04:16:01,99.816
12584,87.987017891,83.65,1675916164.0,AAVE,AAVE,2023-02-09,04:16:04,97.4731
12585,1642.012071793,1634.225,1675916172.0,ETH,ETH,2023-02-09,04:16:12,99.7623
12586,2.647829586,2.6415,1675916181.0,SNX,SNX,2023-02-09,04:16:21,99.8803
12588,22744.684229478,22704.535,1675916194.0,WBTC,WBTC,2023-02-09,04:16:34,99.9117
12589,7645.912480471,7570.5,1675916199.0,YFI,YFI,2023-02-09,04:16:39,99.5044
12591,96.46622092,96.255,1675916201.0,LTC,LTC,2023-02-09,04:16:41,99.8904
12592,19.824821541,19.775,1675916210.0,AVAX,AVAX,2023-02-09,04:16:50,99.8742
12598,22804.935584656,22715.585,1675916226.0,BTC,BTC,2023-02-09,04:17:06,99.8037
12600,87.987017891,83.6,1675916229.0,AAVE,AAVE,2023-02-09,04:17:09,97.4433
12601,1641.888879034,1634.025,1675916237.0,ETH,ETH,2023-02-09,04:17:17,99.7599
12602,2.647829586,2.6415,1675916247.0,SNX,SNX,2023-02-09,04:17:27,99.8803
12604,22744.684229475,22701.23,1675916260.0,WBTC,WBTC,2023-02-09,04:17:40,99.9044
12605,7645.91248047,7570.5,1675916265.0,YFI,YFI,2023-02-09,04:17:45,99.5044
12607,96.46622092,96.235,1675916269.0,LTC,LTC,2023-02-09,04:17:49,99.88
12608,19.816112884,19.775,1675916278.0,AVAX,AVAX,2023-02-09,04:17:58,99.8962
12614,22804.935584656,22716.875,1675916293.0,BTC,BTC,2023-02-09,04:18:13,99.8066
12616,87.987017891,83.6,1675916296.0,AAVE,AAVE,2023-02-09,04:18:16,97.4433
12617,1641.855625101,1634.025,1675916304.0,ETH,ETH,2023-02-09,04:18:24,99.761
12618,2.647829586,2.637,1675916337.0,SNX,SNX,2023-02-09,04:18:57,99.7951
12620,22744.684229476,22696.28,1675916350.0,WBTC,WBTC,2023-02-09,04:19:10,99.8935
12621,7645.912480471,7566.0,1675916354.0,YFI,YFI,2023-02-09,04:19:14,99.4747
12622,14.782944159,14.7435,1675916356.0,ATOM,ATOM,2023-02-09,04:19:16,99.8664
12623,96.46622092,96.245,1675916358.0,LTC,LTC,2023-02-09,04:19:18,99.8852
12624,19.816112884,19.765,1675916366.0,AVAX,AVAX,2023-02-09,04:19:26,99.8709
12630,22804.935584655,22720.82,1675916381.0,BTC,BTC,2023-02-09,04:19:41,99.8152
12632,87.987017891,83.6,1675916386.0,AAVE,AAVE,2023-02-09,04:19:46,97.4433
12633,1641.883716627,1634.035,1675916394.0,ETH,ETH,2023-02-09,04:19:54,99.7604
12634,2.647829586,2.6385,1675916404.0,SNX,SNX,2023-02-09,04:20:04,99.8235
12637,7645.912480473,7572.0,1675916420.0,YFI,YFI,2023-02-09,04:20:20,99.5143
12638,14.782944159,14.7535,1675916421.0,ATOM,ATOM,2023-02-09,04:20:21,99.9003
12639,96.46622092,96.295,1675916423.0,LTC,LTC,2023-02-09,04:20:23,99.9112
12646,22804.935584656,22730.365,1675916446.0,BTC,BTC,2023-02-09,04:20:46,99.8362
12648,87.987017891,83.7,1675916449.0,AAVE,AAVE,2023-02-09,04:20:49,97.503
12649,1641.850836243,1635.125,1675916458.0,ETH,ETH,2023-02-09,04:20:58,99.7948
12650,2.647829586,2.643,1675916467.0,SNX,SNX,2023-02-09,04:21:07,99.9087
12653,7645.91248047,7575.5,1675916485.0,YFI,YFI,2023-02-09,04:21:25,99.5374
12662,22804.935584657,22724.64,1675916513.0,BTC,BTC,2023-02-09,04:21:53,99.8236
12664,87.987017891,83.85,1675916516.0,AAVE,AAVE,2023-02-09,04:21:56,97.5925
12665,1641.568736585,1634.595,1675916524.0,ETH,ETH,2023-02-09,04:22:04,99.7871
12666,2.647829586,2.643,1675916536.0,SNX,SNX,2023-02-09,04:22:16,99.9087
12669,7645.912480469,7574.5,1675916553.0,YFI,YFI,2023-02-09,04:22:33,99.5308
12671,96.46622092,96.265,1675916556.0,LTC,LTC,2023-02-09,04:22:36,99.8956
12678,22804.935584656,22722.615,1675916580.0,BTC,BTC,2023-02-09,04:23:00,99.8192
12680,87.987017891,83.75,1675916583.0,AAVE,AAVE,2023-02-09,04:23:03,97.5328
12681,1641.568736443,1634.135,1675916591.0,ETH,ETH,2023-02-09,04:23:11,99.7731
12682,2.647829586,2.6395,1675916601.0,SNX,SNX,2023-02-09,04:23:21,99.8425
12684,22744.684229476,22702.26,1675916613.0,WBTC,WBTC,2023-02-09,04:23:33,99.9067
12685,7645.912480469,7571.5,1675916617.0,YFI,YFI,2023-02-09,04:23:37,99.511
12687,96.46622092,96.305,1675916620.0,LTC,LTC,2023-02-09,04:23:40,99.9164
12694,22804.935584656,22722.77,1675916644.0,BTC,BTC,2023-02-09,04:24:04,99.8195
12696,87.987017891,83.65,1675916647.0,AAVE,AAVE,2023-02-09,04:24:07,97.4731
12697,1641.607379848,1634.595,1675916656.0,ETH,ETH,2023-02-09,04:24:16,99.786
12698,2.647829586,2.6395,1675916665.0,SNX,SNX,2023-02-09,04:24:25,99.8425
12700,22744.684229476,22703.535,1675916677.0,WBTC,WBTC,2023-02-09,04:24:37,99.9095
12701,7645.912480469,7571.5,1675916681.0,YFI,YFI,2023-02-09,04:24:41,99.511
12710,22804.935584657,22719.155,1675916708.0,BTC,BTC,2023-02-09,04:25:08,99.8116
12712,87.987017891,83.75,1675916710.0,AAVE,AAVE,2023-02-09,04:25:10,97.5328
12713,1641.512754873,1634.155,1675916719.0,ETH,ETH,2023-02-09,04:25:19,99.7754
12714,2.647829586,2.6385,1675916728.0,SNX,SNX,2023-02-09,04:25:28,99.8235
12716,22744.684229476,22702.85,1675916740.0,WBTC,WBTC,2023-02-09,04:25:40,99.908
12717,7645.912480469,7566.0,1675916745.0,YFI,YFI,2023-02-09,04:25:45,99.4747
12726,22804.935584656,22714.05,1675916772.0,BTC,BTC,2023-02-09,04:26:12,99.8003
12728,87.987017891,83.65,1675916775.0,AAVE,AAVE,2023-02-09,04:26:15,97.4731
12729,1641.512754732,1633.855,1675916783.0,ETH,ETH,2023-02-09,04:26:23,99.7662
12730,2.647829586,2.6365,1675916792.0,SNX,SNX,2023-02-09,04:26:32,99.7856
12732,22744.684229476,22700.12,1675916804.0,WBTC,WBTC,2023-02-09,04:26:44,99.9019
12733,7645.912480469,7563.5,1675916808.0,YFI,YFI,2023-02-09,04:26:48,99.4581
12736,19.816112884,19.775,1675916820.0,AVAX,AVAX,2023-02-09,04:27:00,99.8962
12742,22804.935584657,22717.22,1675916835.0,BTC,BTC,2023-02-09,04:27:15,99.8073
12744,87.987017891,83.65,1675916838.0,AAVE,AAVE,2023-02-09,04:27:18,97.4731
12745,1641.719149347,1634.375,1675916847.0,ETH,ETH,2023-02-09,04:27:27,99.7758
12746,2.647829586,2.6385,1675916856.0,SNX,SNX,2023-02-09,04:27:36,99.8235
12748,22744.684229476,22701.48,1675916869.0,WBTC,WBTC,2023-02-09,04:27:49,99.9049
12749,7645.912480471,7566.5,1675916873.0,YFI,YFI,2023-02-09,04:27:53,99.478
12758,22804.935584657,22718.185,1675916900.0,BTC,BTC,2023-02-09,04:28:20,99.8094
12760,87.987017891,83.65,1675916903.0,AAVE,AAVE,2023-02-09,04:28:23,97.4731
12761,1641.719149136,1634.615,1675916912.0,ETH,ETH,2023-02-09,04:28:32,99.7832
12762,2.647829586,2.6345,1675916921.0,SNX,SNX,2023-02-09,04:28:41,99.7477
12764,22744.684229476,22697.825,1675916934.0,WBTC,WBTC,2023-02-09,04:28:54,99.8969
12765,7645.912480471,7559.0,1675916938.0,YFI,YFI,2023-02-09,04:28:58,99.4284
12766,14.782944159,14.7555,1675916940.0,ATOM,ATOM,2023-02-09,04:29:00,99.9071
12767,96.386511258,96.185,1675916957.0,LTC,LTC,2023-02-09,04:29:17,99.8954
12768,19.816112884,19.765,1675916966.0,AVAX,AVAX,2023-02-09,04:29:26,99.8709
12770,0.707759652,0.7065,1675916973.0,AVA,AVA,2023-02-09,04:29:33,99.9109
12774,22804.935584656,22711.56,1675916984.0,BTC,BTC,2023-02-09,04:29:44,99.7949
12775,0.088288281,0.088085,1675916985.0,DOGE,DOGE,2023-02-09,04:29:45,99.8847
12776,87.987017891,83.55,1675916987.0,AAVE,AAVE,2023-02-09,04:29:47,97.4134
12777,1641.561750468,1633.625,1675916995.0,ETH,ETH,2023-02-09,04:29:55,99.7577
12778,2.647829586,2.6325,1675917005.0,SNX,SNX,2023-02-09,04:30:05,99.7097
12780,22744.684229476,22697.825,1675917017.0,WBTC,WBTC,2023-02-09,04:30:17,99.8969
12781,7645.912480475,7555.5,1675917021.0,YFI,YFI,2023-02-09,04:30:21,99.4052
12782,14.782944159,14.7335,1675917022.0,ATOM,ATOM,2023-02-09,04:30:22,99.8325
12790,22792.029076831,22715.11,1675917047.0,BTC,BTC,2023-02-09,04:30:47,99.831
12791,0.088238314,0.088085,1675917049.0,DOGE,DOGE,2023-02-09,04:30:49,99.913
12792,87.937221428,83.55,1675917050.0,AAVE,AAVE,2023-02-09,04:30:50,97.4417
12793,1643.014834777,1633.975,1675917059.0,ETH,ETH,2023-02-09,04:30:59,99.7241
12794,2.646331041,2.6355,1675917068.0,SNX,SNX,2023-02-09,04:31:08,99.7949
12795,1.001703632,0.99995,1675917077.0,USDT,USDT,2023-02-09,04:31:17,99.9124
12796,22743.256560222,22697.825,1675917081.0,WBTC,WBTC,2023-02-09,04:31:21,99.9
12797,7641.585258022,7542.0,1675917086.0,YFI,YFI,2023-02-09,04:31:26,99.3441
12798,14.774577716,14.7305,1675917088.0,ATOM,ATOM,2023-02-09,04:31:28,99.8506
12800,19.804897908,19.745,1675917098.0,AVAX,AVAX,2023-02-09,04:31:38,99.8486
12806,22792.029076831,22710.7,1675917113.0,BTC,BTC,2023-02-09,04:31:53,99.8213
12807,0.088238314,0.088075,1675917115.0,DOGE,DOGE,2023-02-09,04:31:55,99.9074
12808,87.937221428,83.45,1675917116.0,AAVE,AAVE,2023-02-09,04:31:56,97.3818
12809,1642.953246066,1633.595,1675917124.0,ETH,ETH,2023-02-09,04:32:04,99.7144
12810,2.646331041,2.634,1675917134.0,SNX,SNX,2023-02-09,04:32:14,99.7665
12811,1.001703632,0.99995,1675917144.0,USDT,USDT,2023-02-09,04:32:24,99.9124
12812,22743.256560222,22697.825,1675917148.0,WBTC,WBTC,2023-02-09,04:32:28,99.9
12813,7641.585258021,7542.0,1675917153.0,YFI,YFI,2023-02-09,04:32:33,99.3441
12814,14.774577716,14.7165,1675917155.0,ATOM,ATOM,2023-02-09,04:32:35,99.8031
12816,19.804897908,19.745,1675917165.0,AVAX,AVAX,2023-02-09,04:32:45,99.8486
12822,22792.046660778,22707.51,1675917182.0,BTC,BTC,2023-02-09,04:33:02,99.8142
12823,0.088238314,0.088025,1675917184.0,DOGE,DOGE,2023-02-09,04:33:04,99.879
12824,87.937221428,83.45,1675917186.0,AAVE,AAVE,2023-02-09,04:33:06,97.3818
12825,1642.70563018,1633.175,1675917195.0,ETH,ETH,2023-02-09,04:33:15,99.7091
12826,2.646331041,2.6305,1675917204.0,SNX,SNX,2023-02-09,04:33:24,99.7
12827,1.001703632,0.99995,1675917213.0,USDT,USDT,2023-02-09,04:33:33,99.9124
12828,22748.984350765,22690.195,1675917216.0,WBTC,WBTC,2023-02-09,04:33:36,99.8706
12829,7641.585258019,7541.0,1675917220.0,YFI,YFI,2023-02-09,04:33:40,99.3375
12830,14.765209282,14.7155,1675917222.0,ATOM,ATOM,2023-02-09,04:33:42,99.8314
12832,19.793765408,19.735,1675917231.0,AVAX,AVAX,2023-02-09,04:33:51,99.8513
12838,22779.235059274,22705.175,1675917247.0,BTC,BTC,2023-02-09,04:34:07,99.8372
12839,0.088188714,0.088005,1675917248.0,DOGE,DOGE,2023-02-09,04:34:08,99.8957
12840,87.887791174,83.45,1675917250.0,AAVE,AAVE,2023-02-09,04:34:10,97.4099
12841,1642.105160312,1633.175,1675917258.0,ETH,ETH,2023-02-09,04:34:18,99.7273
12842,2.644843516,2.6305,1675917267.0,SNX,SNX,2023-02-09,04:34:27,99.7281
12844,22741.904571832,22690.195,1675917279.0,WBTC,WBTC,2023-02-09,04:34:39,99.8862
12845,7637.289858547,7540.0,1675917284.0,YFI,YFI,2023-02-09,04:34:44,99.359
12846,14.747144813,14.7,1675917285.0,ATOM,ATOM,2023-02-09,04:34:45,99.8399
12848,19.7829038,19.715,1675917295.0,AVAX,AVAX,2023-02-09,04:34:55,99.8281
12854,22766.735208356,22698.785,1675917310.0,BTC,BTC,2023-02-09,04:35:10,99.8505
12855,0.088140322,0.087985,1675917312.0,DOGE,DOGE,2023-02-09,04:35:12,99.9118
12856,87.83956373,83.45,1675917313.0,AAVE,AAVE,2023-02-09,04:35:13,97.4373
12857,1641.897304824,1632.475,1675917322.0,ETH,ETH,2023-02-09,04:35:22,99.7122
12858,2.643392187,2.6295,1675917331.0,SNX,SNX,2023-02-09,04:35:31,99.7365
12860,22735.136671372,22672.74,1675917343.0,WBTC,WBTC,2023-02-09,04:35:43,99.8626
12861,7633.098981004,7537.0,1675917348.0,YFI,YFI,2023-02-09,04:35:48,99.3665
12862,14.739052482,14.6955,1675917350.0,ATOM,ATOM,2023-02-09,04:35:50,99.852
12863,96.473673742,96.235,1675917351.0,LTC,LTC,2023-02-09,04:35:51,99.8761
12864,19.7829038,19.685,1675917361.0,AVAX,AVAX,2023-02-09,04:36:01,99.7519
12867,322.165728754,321.35,1675917369.0,BNB,BNB,2023-02-09,04:36:09,99.8732
12870,22766.735208356,22695.04,1675917378.0,BTC,BTC,2023-02-09,04:36:18,99.8423
12871,0.088140322,0.087895,1675917379.0,DOGE,DOGE,2023-02-09,04:36:19,99.8606
12872,87.83956373,83.4,1675917381.0,AAVE,AAVE,2023-02-09,04:36:21,97.4074
12873,1642.012004874,1632.065,1675917388.0,ETH,ETH,2023-02-09,04:36:28,99.6962
12874,2.643392187,2.6275,1675917398.0,SNX,SNX,2023-02-09,04:36:38,99.6985
12876,22735.136671372,22682.945,1675917409.0,WBTC,WBTC,2023-02-09,04:36:49,99.8851
12877,7633.098981005,7531.0,1675917414.0,YFI,YFI,2023-02-09,04:36:54,99.3267
12878,14.734373839,14.7,1675917415.0,ATOM,ATOM,2023-02-09,04:36:55,99.8832
12879,96.473673742,96.16,1675917417.0,LTC,LTC,2023-02-09,04:36:57,99.8372
12880,19.74388819,19.695,1675917425.0,AVAX,AVAX,2023-02-09,04:37:05,99.876
12886,22741.727158194,22691.675,1675917442.0,BTC,BTC,2023-02-09,04:37:22,99.8898
12887,0.088043504,0.087875,1675917443.0,DOGE,DOGE,2023-02-09,04:37:23,99.9042
12888,87.743076632,83.4,1675917444.0,AAVE,AAVE,2023-02-09,04:37:24,97.4623
12889,1640.146900435,1632.805,1675917452.0,ETH,ETH,2023-02-09,04:37:32,99.7757
12890,2.640488561,2.6265,1675917462.0,SNX,SNX,2023-02-09,04:37:42,99.7344
12891,1.002052969,0.99995,1675917470.0,USDT,USDT,2023-02-09,04:37:50,99.895
12892,22732.966107048,22678.68,1675917474.0,WBTC,WBTC,2023-02-09,04:37:54,99.8805
12893,7624.714426941,7535.0,1675917478.0,YFI,YFI,2023-02-09,04:37:58,99.4082
12897,130.582988259,130.35,1675917492.0,BCH,BCH,2023-02-09,04:38:12,99.9107
12904,87.700783803,83.5,1675917508.0,AAVE,AAVE,2023-02-09,04:38:28,97.5463
12905,1641.64397544,1633.095,1675917517.0,ETH,ETH,2023-02-09,04:38:37,99.7389
12906,2.639215826,2.632,1675917526.0,SNX,SNX,2023-02-09,04:38:46,99.8631
12907,1.001802105,0.99995,1675917535.0,USDT,USDT,2023-02-09,04:38:55,99.9075
12909,7621.039256727,7543.5,1675917543.0,YFI,YFI,2023-02-09,04:39:03,99.4887
12920,87.700783803,83.55,1675917572.0,AAVE,AAVE,2023-02-09,04:39:32,97.5762
12921,1641.520555841,1633.805,1675917580.0,ETH,ETH,2023-02-09,04:39:40,99.7644
12922,2.639215826,2.6325,1675917590.0,SNX,SNX,2023-02-09,04:39:50,99.8726
12923,1.001802105,0.99995,1675917599.0,USDT,USDT,2023-02-09,04:39:59,99.9075
12924,22727.948621515,22684.155,1675917603.0,WBTC,WBTC,2023-02-09,04:40:03,99.9036
12925,7621.039256729,7546.5,1675917608.0,YFI,YFI,2023-02-09,04:40:08,99.5086
12936,87.700783803,83.45,1675917637.0,AAVE,AAVE,2023-02-09,04:40:37,97.5164
